datetime,symbol,hour_open,hour_high,hour_low,hour_close,hour_volume,day_open,day_high,day_low,day_close,day_volume,week_open,week_high,week_low,week_close,week_volume,market_period,day_progress,hour_envelope_top,hour_envelope_bot,hour_pldot,hour_oneone_high,hour_oneone_low,hour_z1b,hour_z2b,hour_z5t,hour_z6t,day_envelope_top,day_envelope_bot,day_pldot,day_oneone_high,day_oneone_low,day_z1b,day_z2b,day_z5t,day_z6t,week_envelope_top,week_envelope_bot,week_pldot,week_oneone_high,week_oneone_low,week_z1b,week_z2b,week_z5t,week_z6t
2025-08-04 15:30:00,AAPL,206.19,206.57,205.85,205.85,12197780,204.51,207.88,201.68,203.35,75109300,206.65,219.7,193.17,203.35,303541415,market_close_approach,0.8,206.57,205.85,0.0,206.57,205.85,0.0,0.72,0.0,0.72,206.57,205.85,0.0,206.57,205.85,0.0,0.72,0.0,0.72,206.57,205.85,0.0,206.57,205.85,0.0,0.72,0.0,0.72
2025-08-04 16:00:00,AAPL,205.06,205.17,204.53,204.91,11274432,204.51,207.88,201.68,203.35,75109300,207.23,219.71,186.08,203.35,335412961,market_close,1.0,205.17,204.53,0.0,205.17,204.53,0.38,0.26,0.38,0.64,205.17,204.53,0.0,205.17,204.53,0.38,0.26,0.38,0.64,205.17,204.53,0.0,205.17,204.53,0.38,0.26,0.38,0.64
2025-08-05 09:30:00,AAPL,203.9,204.12,203.83,203.9,7405416,203.4,205.34,202.16,202.92,44155100,198.62,210.01,190.77,202.92,186767425,market_open,0.0,204.12,203.83,0.0,204.12,203.83,0.08,0.21,0.08,0.29,204.12,203.83,0.0,204.12,203.83,0.08,0.21,0.08,0.29,204.12,203.83,0.0,204.12,203.83,0.08,0.21,0.08,0.29
2025-08-05 11:00:00,AAPL,204.19,204.81,203.91,204.42,8678915,203.4,205.34,202.16,202.92,44155100,197.16,217.83,197.17,202.92,225098447,morning_mid,0.2,204.81,203.91,0.0,204.81,203.91,0.51,0.38,0.51,0.9,204.81,203.91,0.0,204.81,203.91,0.51,0.38,0.51,0.9,204.81,203.91,0.0,204.81,203.91,0.51,0.38,0.51,0.9
2025-08-05 12:30:00,AAPL,204.65,205.06,204.64,204.75,8317884,203.4,205.34,202.16,202.92,44155100,200.66,210.8,191.33,202.92,218475442,lunch_time,0.4,205.06,204.64,0.0,205.06,204.64,0.11,0.31,0.11,0.42,205.06,204.64,0.0,205.06,204.64,0.11,0.31,0.11,0.42,205.06,204.64,0.0,205.06,204.64,0.11,0.31,0.11,0.42
2025-08-05 14:00:00,AAPL,204.4,204.65,204.14,204.25,7217063,203.4,205.34,202.16,202.92,44155100,202.86,213.61,187.75,202.92,250819469,afternoon_start,0.6,204.65,204.14,0.0,204.65,204.14,0.11,0.4,0.11,0.51,204.65,204.14,0.0,204.65,204.14,0.11,0.4,0.11,0.51,204.65,204.14,0.0,204.65,204.14,0.11,0.4,0.11,0.51
2025-08-05 15:30:00,AAPL,204.03,204.32,203.23,203.84,8821606,203.4,205.34,202.16,202.92,44155100,202.29,221.09,190.46,202.92,204245499,market_close_approach,0.8,204.32,203.23,0.0,204.32,203.23,0.61,0.49,0.61,1.1,204.32,203.23,0.0,204.32,203.23,0.61,0.49,0.61,1.1,204.32,203.23,0.0,204.32,203.23,0.61,0.49,0.61,1.1
2025-08-05 16:00:00,AAPL,203.78,204.18,203.51,203.53,8125357,203.4,205.34,202.16,202.92,44155100,198.01,214.04,193.61,202.92,208453400,market_close,1.0,204.18,203.51,0.0,204.18,203.51,0.01,0.65,0.01,0.67,204.18,203.51,0.0,204.18,203.51,0.01,0.65,0.01,0.67,204.18,203.51,0.0,204.18,203.51,0.01,0.65,0.01,0.67
2025-08-06 09:30:00,AAPL,212.36,212.36,208.88,212.02,17049291,205.63,215.38,205.59,213.25,108483100,215.86,227.9,195.59,213.25,527921753,market_open,0.0,212.36,208.88,0.0,212.36,208.88,3.14,0.34,3.14,3.48,212.36,208.88,0.0,212.36,208.88,3.14,0.34,3.14,3.48,212.36,208.88,0.0,212.36,208.88,3.14,0.34,3.14,3.48
2025-08-06 11:00:00,AAPL,213.24,213.24,212.32,212.32,18310814,205.63,215.38,205.59,213.25,108483100,202.35,226.4,195.92,213.25,561104019,morning_mid,0.2,213.24,212.32,0.0,213.24,212.32,0.0,0.92,0.0,0.92,213.24,212.32,0.0,213.24,212.32,0.0,0.92,0.0,0.92,213.24,212.32,0.0,213.24,212.32,0.0,0.92,0.0,0.92
2025-08-06 12:30:00,AAPL,212.6,214.56,212.14,213.53,18269096,205.63,215.38,205.59,213.25,108483100,204.92,230.51,192.53,213.25,616085097,lunch_time,0.4,214.56,212.14,0.0,214.56,212.14,1.39,1.04,1.39,2.42,214.56,212.14,0.0,214.56,212.14,1.39,1.04,1.39,2.42,214.56,212.14,0.0,214.56,212.14,1.39,1.04,1.39,2.42
2025-08-06 14:00:00,AAPL,213.2,214.96,213.19,214.96,14934921,205.63,215.38,205.59,213.25,108483100,200.74,220.86,191.86,213.25,592946361,afternoon_start,0.6,214.96,213.19,0.0,214.96,213.19,1.77,0.0,1.77,1.77,214.96,213.19,0.0,214.96,213.19,1.77,0.0,1.77,1.77,214.96,213.19,0.0,214.96,213.19,1.77,0.0,1.77,1.77
2025-08-06 15:30:00,AAPL,211.58,212.84,210.67,212.7,17067570,205.63,215.38,205.59,213.25,108483100,200.39,225.44,195.98,213.25,605798760,market_close_approach,0.8,212.84,210.67,0.0,212.84,210.67,2.03,0.15,2.03,2.17,212.84,210.67,0.0,212.84,210.67,2.03,0.15,2.03,2.17,212.84,210.67,0.0,212.84,210.67,2.03,0.15,2.03,2.17
2025-08-06 16:00:00,AAPL,212.1,212.1,209.99,212.1,17088808,205.63,215.38,205.59,213.25,108483100,204.4,223.98,193.98,213.25,567231014,market_close,1.0,212.1,209.99,0.0,212.1,209.99,2.12,0.0,2.12,2.12,212.1,209.99,0.0,212.1,209.99,2.12,0.0,2.12,2.12,212.1,209.99,0.0,212.1,209.99,2.12,0.0,2.12,2.12
2025-08-07 09:30:00,AAPL,219.08,219.24,218.29,218.75,16781272,218.88,220.85,216.58,220.03,90224800,229.27,236.65,199.3,220.03,404546792,market_open,0.0,219.24,218.29,0.0,219.24,218.29,0.46,0.49,0.46,0.95,219.24,218.29,0.0,219.24,218.29,0.46,0.49,0.46,0.95,219.24,218.29,0.0,219.24,218.29,0.46,0.49,0.46,0.95
2025-08-07 11:00:00,AAPL,219.57,220.0,219.57,220.0,16651126,218.88,220.85,216.58,220.03,90224800,209.06,229.84,202.51,220.03,466611071,morning_mid,0.2,220.0,219.57,0.0,220.0,219.57,0.43,0.0,0.43,0.43,220.0,219.57,0.0,220.0,219.57,0.43,0.0,0.43,0.43,220.0,219.57,0.0,220.0,219.57,0.43,0.0,0.43,0.43
2025-08-07 12:30:00,AAPL,219.72,220.13,219.32,219.84,12660103,218.88,220.85,216.58,220.03,90224800,224.24,233.98,210.42,220.03,480550540,lunch_time,0.4,220.13,219.32,0.0,220.13,219.32,0.52,0.29,0.52,0.81,220.13,219.32,0.0,220.13,219.32,0.52,0.29,0.52,0.81,220.13,219.32,0.0,220.13,219.32,0.52,0.29,0.52,0.81
2025-08-07 14:00:00,AAPL,219.94,220.36,219.61,220.06,12628333,218.88,220.85,216.58,220.03,90224800,221.26,227.27,203.7,220.03,434997302,afternoon_start,0.6,220.36,219.61,0.0,220.36,219.61,0.45,0.3,0.45,0.74,220.36,219.61,0.0,220.36,219.61,0.45,0.3,0.45,0.74,220.36,219.61,0.0,220.36,219.61,0.45,0.3,0.45,0.74
2025-08-07 15:30:00,AAPL,219.06,219.16,218.93,218.93,13912048,218.88,220.85,216.58,220.03,90224800,221.37,226.55,210.9,220.03,479156348,market_close_approach,0.8,219.16,218.93,0.0,219.16,218.93,0.0,0.23,0.0,0.23,219.16,218.93,0.0,219.16,218.93,0.0,0.23,0.0,0.23,219.16,218.93,0.0,219.16,218.93,0.0,0.23,0.0,0.23
2025-08-07 16:00:00,AAPL,218.48,219.55,218.48,218.94,14806399,218.88,220.85,216.58,220.03,90224800,223.47,236.38,209.92,220.03,407674347,market_close,1.0,219.55,218.48,0.0,219.55,218.48,0.46,0.61,0.46,1.08,219.55,218.48,0.0,219.55,218.48,0.46,0.61,0.46,1.08,219.55,218.48,0.0,219.55,218.48,0.46,0.61,0.46,1.08
2025-08-08 09:30:00,AAPL,225.61,227.17,224.44,225.32,18276228,220.83,231.0,219.25,229.35,113854000,220.07,244.42,204.19,229.35,457084157,market_open,0.0,227.17,224.44,0.0,227.17,224.44,0.89,1.84,0.89,2.73,227.17,224.44,0.0,227.17,224.44,0.89,1.84,0.89,2.73,227.17,224.44,0.0,227.17,224.44,0.89,1.84,0.89,2.73
2025-08-08 11:00:00,AAPL,226.44,226.71,225.91,225.91,15342335,220.83,231.0,219.25,229.35,113854000,224.32,236.77,208.07,229.35,497910690,morning_mid,0.2,226.71,225.91,0.0,226.71,225.91,0.0,0.81,0.0,0.81,226.71,225.91,0.0,226.71,225.91,0.0,0.81,0.0,0.81,226.71,225.91,0.0,226.71,225.91,0.0,0.81,0.0,0.81
2025-08-08 12:30:00,AAPL,228.79,229.23,228.09,228.26,20128021,220.83,231.0,219.25,229.35,113854000,231.52,241.23,205.16,229.35,521213457,lunch_time,0.4,229.23,228.09,0.0,229.23,228.09,0.17,0.97,0.17,1.14,229.23,228.09,0.0,229.23,228.09,0.17,0.97,0.17,1.14,229.23,228.09,0.0,229.23,228.09,0.17,0.97,0.17,1.14
2025-08-08 14:00:00,AAPL,228.76,230.57,228.23,229.38,16470558,220.83,231.0,219.25,229.35,113854000,210.91,247.87,212.13,229.35,631011680,afternoon_start,0.6,230.57,228.23,0.0,230.57,228.23,1.14,1.19,1.14,2.34,230.57,228.23,0.0,230.57,228.23,1.14,1.19,1.14,2.34,230.57,228.23,0.0,230.57,228.23,1.14,1.19,1.14,2.34
2025-08-08 15:30:00,AAPL,227.11,228.0,227.11,227.11,19617143,220.83,231.0,219.25,229.35,113854000,213.05,237.87,209.09,229.35,549145386,market_close_approach,0.8,228.0,227.11,0.0,228.0,227.11,0.0,0.89,0.0,0.89,228.0,227.11,0.0,228.0,227.11,0.0,0.89,0.0,0.89,228.0,227.11,0.0,228.0,227.11,0.0,0.89,0.0,0.89
2025-08-08 16:00:00,AAPL,225.06,226.23,225.06,225.67,22434542,220.83,231.0,219.25,229.35,113854000,218.61,237.57,210.19,229.35,637049023,market_close,1.0,226.23,225.06,0.0,226.23,225.06,0.61,0.56,0.61,1.17,226.23,225.06,0.0,226.23,225.06,0.61,0.56,0.61,1.17,226.23,225.06,0.0,226.23,225.06,0.61,0.56,0.61,1.17
2025-08-11 09:30:00,AAPL,226.76,227.61,226.76,226.76,10158679,227.92,229.56,224.76,227.18,61806100,222.13,241.67,212.49,227.18,251260191,market_open,0.0,227.61,226.76,0.0,227.61,226.76,0.0,0.85,0.0,0.85,227.61,226.76,0.0,227.61,226.76,0.0,0.85,0.0,0.85,227.61,226.76,0.0,227.61,226.76,0.0,0.85,0.0,0.85
2025-08-11 11:00:00,AAPL,227.61,228.38,227.34,228.11,10162586,227.92,229.56,224.76,227.18,61806100,238.1,238.18,217.32,227.18,350870273,morning_mid,0.2,228.38,227.34,0.0,228.38,227.34,0.77,0.28,0.77,1.04,228.38,227.34,0.0,228.38,227.34,0.77,0.28,0.77,1.04,228.38,227.34,0.0,228.38,227.34,0.77,0.28,0.77,1.04
2025-08-11 12:30:00,AAPL,228.79,228.85,227.08,228.29,10644454,227.92,229.56,224.76,227.18,61806100,234.35,242.34,209.15,227.18,253907898,lunch_time,0.4,228.85,227.08,0.0,228.85,227.08,1.2,0.56,1.2,1.76,228.85,227.08,0.0,228.85,227.08,1.2,0.56,1.2,1.76,228.85,227.08,0.0,228.85,227.08,1.2,0.56,1.2,1.76
2025-08-11 14:00:00,AAPL,228.72,229.02,228.26,229.02,11280159,227.92,229.56,224.76,227.18,61806100,237.83,247.1,208.04,227.18,343128510,afternoon_start,0.6,229.02,228.26,0.0,229.02,228.26,0.76,0.0,0.76,0.76,229.02,228.26,0.0,229.02,228.26,0.76,0.0,0.76,0.76,229.02,228.26,0.0,229.02,228.26,0.76,0.0,0.76,0.76
2025-08-11 15:30:00,AAPL,228.31,229.01,228.12,228.18,8573055,227.92,229.56,224.76,227.18,61806100,232.48,237.98,209.63,227.18,255587140,market_close_approach,0.8,229.01,228.12,0.0,229.01,228.12,0.06,0.83,0.06,0.89,229.01,228.12,0.0,229.01,228.12,0.06,0.83,0.06,0.89,229.01,228.12,0.0,229.01,228.12,0.06,0.83,0.06,0.89
2025-08-11 16:00:00,AAPL,227.2,227.36,226.72,227.3,11970662,227.92,229.56,224.76,227.18,61806100,222.4,235.86,214.0,227.18,256450092,market_close,1.0,227.36,226.72,0.0,227.36,226.72,0.58,0.06,0.58,0.64,227.36,226.72,0.0,227.36,226.72,0.58,0.06,0.58,0.64,227.36,226.72,0.0,227.36,226.72,0.58,0.06,0.58,0.64
2025-08-12 09:30:00,AAPL,228.6,228.99,228.43,228.97,10181024,228.01,230.8,227.07,229.65,55626200,233.59,242.17,210.06,229.65,238784880,market_open,0.0,228.99,228.43,0.0,228.99,228.43,0.54,0.02,0.54,0.56,228.99,228.43,0.0,228.99,228.43,0.54,0.02,0.54,0.56,228.99,228.43,0.0,228.99,228.43,0.54,0.02,0.54,0.56
2025-08-12 11:00:00,AAPL,229.73,229.92,229.14,229.65,8010025,228.01,230.8,227.07,229.65,55626200,222.4,247.59,213.85,229.65,312454508,morning_mid,0.2,229.92,229.14,0.0,229.92,229.14,0.51,0.27,0.51,0.78,229.92,229.14,0.0,229.92,229.14,0.51,0.27,0.51,0.78,229.92,229.14,0.0,229.92,229.14,0.51,0.27,0.51,0.78
2025-08-12 12:30:00,AAPL,229.78,230.11,229.78,229.78,8853378,228.01,230.8,227.07,229.65,55626200,218.3,238.78,220.14,229.65,272219657,lunch_time,0.4,230.11,229.78,0.0,230.11,229.78,0.0,0.33,0.0,0.33,230.11,229.78,0.0,230.11,229.78,0.0,0.33,0.0,0.33,230.11,229.78,0.0,230.11,229.78,0.0,0.33,0.0,0.33
2025-08-12 14:00:00,AAPL,229.6,229.94,229.59,229.94,10107930,228.01,230.8,227.07,229.65,55626200,219.91,244.1,216.66,229.65,267680021,afternoon_start,0.6,229.94,229.59,0.0,229.94,229.59,0.35,0.0,0.35,0.35,229.94,229.59,0.0,229.94,229.59,0.35,0.0,0.35,0.35,229.94,229.59,0.0,229.94,229.59,0.35,0.0,0.35,0.35
2025-08-12 15:30:00,AAPL,229.41,229.59,229.35,229.35,10411368,228.01,230.8,227.07,229.65,55626200,223.22,248.52,218.99,229.65,301312867,market_close_approach,0.8,229.59,229.35,0.0,229.59,229.35,0.0,0.24,0.0,0.24,229.59,229.35,0.0,229.59,229.35,0.0,0.24,0.0,0.24,229.59,229.35,0.0,229.59,229.35,0.0,0.24,0.0,0.24
2025-08-12 16:00:00,AAPL,228.98,229.23,228.98,229.06,8351079,228.01,230.8,227.07,229.65,55626200,228.14,238.97,221.19,229.65,291487863,market_close,1.0,229.23,228.98,0.0,229.23,228.98,0.09,0.16,0.09,0.25,229.23,228.98,0.0,229.23,228.98,0.09,0.16,0.09,0.25,229.23,228.98,0.0,229.23,228.98,0.09,0.16,0.09,0.25
2025-08-13 09:30:00,AAPL,233.02,233.62,232.55,232.59,11111501,231.07,235.0,230.43,233.33,69878500,235.21,244.29,223.2,233.33,311746688,market_open,0.0,233.62,232.55,0.0,233.62,232.55,0.05,1.03,0.05,1.08,233.62,232.55,0.0,233.62,232.55,0.05,1.03,0.05,1.08,233.62,232.55,0.0,233.62,232.55,0.05,1.03,0.05,1.08
2025-08-13 11:00:00,AAPL,233.68,234.51,233.13,233.77,10074179,231.07,235.0,230.43,233.33,69878500,230.93,241.72,220.16,233.33,373562752,morning_mid,0.2,234.51,233.13,0.0,234.51,233.13,0.64,0.74,0.64,1.38,234.51,233.13,0.0,234.51,233.13,0.64,0.74,0.64,1.38,234.51,233.13,0.0,234.51,233.13,0.64,0.74,0.64,1.38
2025-08-13 12:30:00,AAPL,233.27,234.05,232.9,233.67,13171081,231.07,235.0,230.43,233.33,69878500,241.86,245.49,225.27,233.33,292850669,lunch_time,0.4,234.05,232.9,0.0,234.05,232.9,0.76,0.38,0.76,1.15,234.05,232.9,0.0,234.05,232.9,0.76,0.38,0.76,1.15,234.05,232.9,0.0,234.05,232.9,0.76,0.38,0.76,1.15
2025-08-13 14:00:00,AAPL,233.89,234.51,233.66,233.66,11702614,231.07,235.0,230.43,233.33,69878500,225.51,241.21,223.85,233.33,297349513,afternoon_start,0.6,234.51,233.66,0.0,234.51,233.66,0.0,0.85,0.0,0.85,234.51,233.66,0.0,234.51,233.66,0.0,0.85,0.0,0.85,234.51,233.66,0.0,234.51,233.66,0.0,0.85,0.0,0.85
2025-08-13 15:30:00,AAPL,233.44,234.13,233.44,233.44,13051871,231.07,235.0,230.43,233.33,69878500,236.95,244.42,212.06,233.33,332775374,market_close_approach,0.8,234.13,233.44,0.0,234.13,233.44,0.0,0.69,0.0,0.69,234.13,233.44,0.0,234.13,233.44,0.0,0.69,0.0,0.69,234.13,233.44,0.0,234.13,233.44,0.0,0.69,0.0,0.69
2025-08-13 16:00:00,AAPL,232.28,232.79,231.99,232.79,12042303,231.07,235.0,230.43,233.33,69878500,238.35,245.57,212.53,233.33,380958345,market_close,1.0,232.79,231.99,0.0,232.79,231.99,0.8,0.0,0.8,0.8,232.79,231.99,0.0,232.79,231.99,0.8,0.0,0.8,0.8,232.79,231.99,0.0,232.79,231.99,0.8,0.0,0.8,0.8
2025-08-14 09:30:00,AAPL,233.17,233.17,232.53,232.92,9643459,234.06,235.12,230.85,232.78,51916300,238.16,243.84,224.8,232.78,230268909,market_open,0.0,233.17,232.53,0.0,233.17,232.53,0.39,0.25,0.39,0.64,233.17,232.53,0.0,233.17,232.53,0.39,0.25,0.39,0.64,233.17,232.53,0.0,233.17,232.53,0.39,0.25,0.39,0.64
2025-08-14 11:00:00,AAPL,233.91,234.23,233.76,233.97,9134411,234.06,235.12,230.85,232.78,51916300,235.55,239.98,214.44,232.78,310002825,morning_mid,0.2,234.23,233.76,0.0,234.23,233.76,0.21,0.26,0.21,0.47,234.23,233.76,0.0,234.23,233.76,0.21,0.26,0.21,0.47,234.23,233.76,0.0,234.23,233.76,0.21,0.26,0.21,0.47
2025-08-14 12:30:00,AAPL,234.3,234.3,233.48,234.13,10050773,234.06,235.12,230.85,232.78,51916300,222.44,251.96,220.7,232.78,307259618,lunch_time,0.4,234.3,233.48,0.0,234.3,233.48,0.65,0.18,0.65,0.83,234.3,233.48,0.0,234.3,233.48,0.65,0.18,0.65,0.83,234.3,233.48,0.0,234.3,233.48,0.65,0.18,0.65,0.83
2025-08-14 14:00:00,AAPL,233.93,234.85,233.04,233.52,9554840,234.06,235.12,230.85,232.78,51916300,240.97,251.78,215.87,232.78,275427067,afternoon_start,0.6,234.85,233.04,0.0,234.85,233.04,0.47,1.33,0.47,1.8,234.85,233.04,0.0,234.85,233.04,0.47,1.33,0.47,1.8,234.85,233.04,0.0,234.85,233.04,0.47,1.33,0.47,1.8
2025-08-14 15:30:00,AAPL,233.64,233.73,232.37,233.73,9100677,234.06,235.12,230.85,232.78,51916300,235.14,248.72,222.99,232.78,299373515,market_close_approach,0.8,233.73,232.37,0.0,233.73,232.37,1.36,0.0,1.36,1.36,233.73,232.37,0.0,233.73,232.37,1.36,0.0,1.36,1.36,233.73,232.37,0.0,233.73,232.37,1.36,0.0,1.36,1.36
2025-08-14 16:00:00,AAPL,232.86,233.91,232.86,233.42,9160538,234.06,235.12,230.85,232.78,51916300,234.33,241.7,221.89,232.78,299749126,market_close,1.0,233.91,232.86,0.0,233.91,232.86,0.56,0.49,0.56,1.05,233.91,232.86,0.0,233.91,232.86,0.56,0.49,0.56,1.05,233.91,232.86,0.0,233.91,232.86,0.56,0.49,0.56,1.05
2025-08-15 09:30:00,AAPL,231.63,231.81,230.45,231.81,9523706,234.0,234.28,229.34,231.59,56038700,229.08,249.86,214.62,231.59,240138759,market_open,0.0,231.81,230.45,0.0,231.81,230.45,1.36,0.0,1.36,1.36,231.81,230.45,0.0,231.81,230.45,1.36,0.0,1.36,1.36,231.81,230.45,0.0,231.81,230.45,1.36,0.0,1.36,1.36
2025-08-15 11:00:00,AAPL,232.78,233.08,232.52,232.52,8364846,234.0,234.28,229.34,231.59,56038700,240.69,252.8,216.65,231.59,258767033,morning_mid,0.2,233.08,232.52,0.0,233.08,232.52,0.0,0.57,0.0,0.57,233.08,232.52,0.0,233.08,232.52,0.0,0.57,0.0,0.57,233.08,232.52,0.0,233.08,232.52,0.0,0.57,0.0,0.57
2025-08-15 12:30:00,AAPL,232.45,233.38,231.75,231.92,9745522,234.0,234.28,229.34,231.59,56038700,238.22,252.56,220.85,231.59,280173030,lunch_time,0.4,233.38,231.75,0.0,233.38,231.75,0.16,1.46,0.16,1.63,233.38,231.75,0.0,233.38,231.75,0.16,1.46,0.16,1.63,233.38,231.75,0.0,233.38,231.75,0.16,1.46,0.16,1.63
2025-08-15 14:00:00,AAPL,233.33,233.82,233.0,233.05,10600391,234.0,234.28,229.34,231.59,56038700,227.82,251.87,212.53,231.59,260093997,afternoon_start,0.6,233.82,233.0,0.0,233.82,233.0,0.05,0.77,0.05,0.82,233.82,233.0,0.0,233.82,233.0,0.05,0.77,0.05,0.82,233.82,233.0,0.0,233.82,233.0,0.05,0.77,0.05,0.82
2025-08-15 15:30:00,AAPL,232.32,232.9,232.19,232.83,10135882,234.0,234.28,229.34,231.59,56038700,228.25,246.83,221.33,231.59,294595936,market_close_approach,0.8,232.9,232.19,0.0,232.9,232.19,0.64,0.07,0.64,0.71,232.9,232.19,0.0,232.9,232.19,0.64,0.07,0.64,0.71,232.9,232.19,0.0,232.9,232.19,0.64,0.07,0.64,0.71
2025-08-15 16:00:00,AAPL,231.98,232.15,231.71,232.13,8510615,234.0,234.28,229.34,231.59,56038700,242.88,247.55,216.2,231.59,267741099,market_close,1.0,232.15,231.71,0.0,232.15,231.71,0.42,0.02,0.42,0.43,232.15,231.71,0.0,232.15,231.71,0.42,0.02,0.42,0.43,232.15,231.71,0.0,232.15,231.71,0.42,0.02,0.42,0.43
2025-08-18 09:30:00,AAPL,231.69,231.87,230.64,231.75,5400969,231.7,233.12,230.11,230.89,37476200,232.73,247.36,213.39,230.89,164520046,market_open,0.0,231.87,230.64,0.0,231.87,230.64,1.11,0.11,1.11,1.22,231.87,230.64,0.0,231.87,230.64,1.11,0.11,1.11,1.22,231.87,230.64,0.0,231.87,230.64,1.11,0.11,1.11,1.22
2025-08-18 11:00:00,AAPL,231.77,232.04,231.62,231.62,6461443,231.7,233.12,230.11,230.89,37476200,234.23,247.87,213.19,230.89,150578035,morning_mid,0.2,232.04,231.62,0.0,232.04,231.62,0.0,0.42,0.0,0.42,232.04,231.62,0.0,232.04,231.62,0.0,0.42,0.0,0.42,232.04,231.62,0.0,232.04,231.62,0.0,0.42,0.0,0.42
