datetime,symbol,hour_open,hour_high,hour_low,hour_close,hour_volume,day_open,day_high,day_low,day_close,day_volume,hour_envelope_top,hour_envelope_bot,hour_pldot,hour_oneone_high,hour_oneone_low,hour_z1b,hour_z2b,hour_z5t,hour_z6t
2025-08-12 09:30:00,AAPL,227.54,229.19,227.19,228.4,9271033,228.01,230.8,227.07,229.65,55626200,229.39,226.99,0.0038,229.29,227.09,3.02,1.43,0.66,2.1
2025-08-12 11:00:00,AAPL,227.74,228.64,227.72,227.63,9271033,228.01,230.8,227.07,229.65,55626200,228.73,227.63,-0.0005,228.69,227.67,0.24,1.82,1.77,0.97
2025-08-12 12:30:00,AAPL,227.6,228.74,227.07,227.77,9271033,228.01,230.8,227.07,229.65,55626200,228.91,226.9,0.0008,228.82,226.99,1.76,1.74,0.42,1.75
2025-08-12 14:00:00,AAPL,226.73,227.85,227.07,227.2,9271033,228.01,230.8,227.07,229.65,55626200,227.93,226.99,0.0021,227.89,227.03,0.33,1.17,0.83,0.82
2025-08-12 15:30:00,AAPL,227.61,227.83,227.16,227.79,9271033,228.01,230.8,227.07,229.65,55626200,227.89,227.09,0.0008,227.86,227.13,1.59,0.06,0.96,0.7
2025-08-12 16:00:00,AAPL,227.97,228.96,227.07,227.93,9271033,228.01,230.8,227.07,229.65,55626200,229.15,226.88,-0.0002,229.06,226.98,2.14,1.86,0.29,1.99
2025-08-13 09:30:00,AAPL,230.07,230.5,230.43,229.97,11646416,231.07,235.0,230.43,233.33,69878500,230.5,230.42,-0.0004,230.5,230.43,1.14,0.94,1.57,0.07
2025-08-13 11:00:00,AAPL,231.41,232.25,230.43,231.11,11646416,231.07,235.0,230.43,233.33,69878500,232.43,230.25,-0.0013,232.34,230.34,1.7,2.05,0.74,1.91
2025-08-13 12:30:00,AAPL,231.33,231.62,230.43,230.78,11646416,231.07,235.0,230.43,233.33,69878500,231.74,230.31,-0.0024,231.68,230.37,0.87,1.51,0.78,1.25
2025-08-13 14:00:00,AAPL,230.82,231.85,230.51,229.59,11646416,231.07,235.0,230.43,233.33,69878500,231.98,230.38,-0.0053,231.92,230.45,2.3,4.07,5.09,1.4
2025-08-13 15:30:00,AAPL,230.81,232.09,230.43,232.79,11646416,231.07,235.0,230.43,233.33,69878500,232.25,230.26,0.0086,232.17,230.35,5.9,1.27,4.9,1.74
2025-08-13 16:00:00,AAPL,231.08,231.98,230.59,229.47,11646416,231.07,235.0,230.43,233.33,69878500,232.12,230.45,-0.0069,232.05,230.52,2.79,4.51,5.8,1.46
2025-08-14 09:30:00,AAPL,233.95,235.12,233.48,234.37,8652716,234.06,235.12,230.85,232.78,51916300,235.28,233.31,0.0018,235.2,233.39,2.23,1.35,0.23,1.73
2025-08-14 11:00:00,AAPL,234.18,234.59,232.74,233.07,8652716,234.06,235.12,230.85,232.78,51916300,234.77,232.56,-0.0048,234.68,232.65,0.82,2.73,1.91,1.94
2025-08-14 12:30:00,AAPL,234.22,235.12,233.75,233.95,8652716,234.06,235.12,230.85,232.78,51916300,235.26,233.61,-0.0011,235.19,233.68,0.51,2.1,1.54,1.44
2025-08-14 14:00:00,AAPL,233.93,234.27,232.74,233.99,8652716,234.06,235.12,230.85,232.78,51916300,234.42,232.58,0.0003,234.34,232.66,3.14,0.5,1.57,1.61
2025-08-14 15:30:00,AAPL,233.75,235.12,232.83,234.13,8652716,234.06,235.12,230.85,232.78,51916300,235.35,232.6,0.0016,235.23,232.71,3.26,1.78,0.5,2.41
2025-08-14 16:00:00,AAPL,234.46,235.12,233.57,233.99,8652716,234.06,235.12,230.85,232.78,51916300,235.28,233.41,-0.002,235.2,233.49,1.05,2.04,1.14,1.63
2025-08-15 09:30:00,AAPL,233.44,234.28,233.19,233.98,9339783,234.0,234.28,229.34,231.59,56038700,234.39,233.08,0.0023,234.33,233.13,1.97,0.55,0.77,1.15
2025-08-15 11:00:00,AAPL,234.8,234.28,233.29,235.32,9339783,234.0,234.28,229.34,231.59,56038700,234.38,233.2,0.0022,234.33,233.25,5.06,1.87,4.9,1.03
2025-08-15 12:30:00,AAPL,232.69,233.04,232.47,232.8,9339783,234.0,234.28,229.34,231.59,56038700,233.1,232.41,0.0005,233.07,232.44,0.82,0.43,0.15,0.6
2025-08-15 14:00:00,AAPL,234.27,234.28,232.82,234.64,9339783,234.0,234.28,229.34,231.59,56038700,234.43,232.67,0.0016,234.35,232.74,4.56,0.64,3.49,1.54
2025-08-15 15:30:00,AAPL,233.36,234.28,233.35,232.81,9339783,234.0,234.28,229.34,231.59,56038700,234.37,233.26,-0.0024,234.33,233.31,1.37,2.65,3.23,0.97
2025-08-15 16:00:00,AAPL,234.01,234.28,233.97,235.03,9339783,234.0,234.28,229.34,231.59,56038700,234.31,233.94,0.0044,234.3,233.95,2.65,1.34,2.89,0.33
2025-08-18 09:30:00,AAPL,232.78,233.12,232.37,232.91,6246033,231.7,233.12,230.11,230.89,37476200,233.19,232.3,0.0005,233.16,232.34,1.34,0.38,0.52,0.78
2025-08-18 11:00:00,AAPL,232.23,233.12,231.68,232.34,6246033,231.7,233.12,230.11,230.89,37476200,233.26,231.54,0.0004,233.19,231.61,1.63,1.41,0.21,1.51
2025-08-18 12:30:00,AAPL,231.84,232.93,230.33,231.76,6246033,231.7,233.12,230.11,230.89,37476200,233.18,230.08,-0.0004,233.05,230.21,3.56,2.1,0.41,2.72
2025-08-18 14:00:00,AAPL,232.34,232.59,232.29,232.47,6246033,231.7,233.12,230.11,230.89,37476200,232.62,232.26,0.0005,232.6,232.27,0.44,0.22,0.08,0.32
2025-08-18 15:30:00,AAPL,231.73,233.12,230.47,232.54,6246033,231.7,233.12,230.11,230.89,37476200,233.39,230.2,0.0035,233.25,230.33,5.18,1.05,2.38,2.79
2025-08-18 16:00:00,AAPL,231.29,233.12,230.15,231.02,6246033,231.7,233.12,230.11,230.89,37476200,233.42,229.85,-0.0012,233.27,230.0,2.18,3.79,1.97,3.12
2025-08-19 09:30:00,AAPL,231.77,232.87,230.54,232.76,6567100,231.28,232.87,229.35,230.56,39402600,233.1,230.31,0.0043,232.99,230.43,5.55,0.19,3.38,2.44
2025-08-19 11:00:00,AAPL,230.98,232.59,229.81,231.03,6567100,231.28,232.87,229.35,230.56,39402600,232.86,229.54,0.0003,232.72,229.68,3.05,2.79,0.53,2.91
2025-08-19 12:30:00,AAPL,230.98,231.84,230.35,230.83,6567100,231.28,232.87,229.35,230.56,39402600,231.98,230.2,-0.0006,231.91,230.27,1.2,1.81,0.84,1.56
2025-08-19 14:00:00,AAPL,231.14,232.87,230.81,232.63,6567100,231.28,232.87,229.35,230.56,39402600,233.08,230.61,0.0064,232.97,230.71,4.53,0.44,2.51,2.16
2025-08-19 15:30:00,AAPL,231.0,231.52,230.94,230.85,6567100,231.28,232.87,229.35,230.56,39402600,231.58,230.88,-0.0006,231.55,230.91,0.22,1.2,1.21,0.61
2025-08-19 16:00:00,AAPL,231.73,232.56,231.55,230.55,6567100,231.28,232.87,229.35,230.56,39402600,232.66,231.45,-0.0051,232.61,231.5,2.52,3.63,4.84,1.06
2025-08-20 09:30:00,AAPL,231.12,230.47,231.07,232.8,7043983,229.98,230.47,225.77,226.01,42263900,230.47,231.07,0.0073,230.47,231.07,4.32,4.2,6.5,0.63
2025-08-20 11:00:00,AAPL,230.06,230.47,228.29,229.47,7043983,229.98,230.47,225.77,226.01,42263900,230.69,228.07,-0.0026,230.58,228.18,2.93,1.81,0.27,2.29
2025-08-20 12:30:00,AAPL,229.47,230.2,229.32,230.69,7043983,229.98,230.47,225.77,226.01,42263900,230.29,229.23,0.0053,230.25,229.28,3.43,0.88,2.98,0.93
2025-08-20 14:00:00,AAPL,230.18,230.47,229.56,229.9,7043983,229.98,230.47,225.77,226.01,42263900,230.56,229.46,-0.0012,230.52,229.51,0.85,1.03,0.37,0.96
2025-08-20 15:30:00,AAPL,230.15,230.47,229.95,228.99,7043983,229.98,230.47,225.77,226.01,42263900,230.52,229.9,-0.005,230.5,229.93,2.41,2.67,3.91,0.54
2025-08-20 16:00:00,AAPL,229.9,230.47,228.22,230.94,7043983,229.98,230.47,225.77,226.01,42263900,230.69,228.0,0.0045,230.58,228.11,6.8,0.85,5.11,2.36
2025-08-21 09:30:00,AAPL,226.04,226.5,224.79,226.23,5103533,226.27,226.52,223.78,224.9,30621200,226.68,224.62,0.0008,226.59,224.71,3.6,0.49,1.86,1.8
2025-08-21 11:00:00,AAPL,226.66,226.52,226.32,226.27,5103533,226.27,226.52,223.78,224.9,30621200,226.54,226.3,-0.0017,226.53,226.31,0.11,0.45,0.47,0.21
2025-08-21 12:30:00,AAPL,226.45,226.52,225.78,225.49,5103533,226.27,226.52,223.78,224.9,30621200,226.59,225.71,-0.0042,226.56,225.75,0.72,1.85,2.1,0.77
2025-08-21 14:00:00,AAPL,226.35,226.52,225.9,225.11,5103533,226.27,226.52,223.78,224.9,30621200,226.58,225.84,-0.0055,226.55,225.87,1.98,2.54,3.53,0.65
2025-08-21 15:30:00,AAPL,226.34,226.52,224.91,227.4,5103533,226.27,226.52,223.78,224.9,30621200,226.68,224.75,0.0047,226.6,224.83,6.24,1.59,5.41,1.69
2025-08-21 16:00:00,AAPL,226.48,226.52,226.15,225.21,5103533,226.27,226.52,223.78,224.9,30621200,226.56,226.11,-0.0056,226.54,226.13,2.34,2.35,3.59,0.39
2025-08-22 09:30:00,AAPL,225.84,226.9,225.56,224.05,7079633,226.17,229.09,225.41,227.76,42477800,227.03,225.43,-0.0079,226.96,225.5,3.77,5.12,6.97,1.4
2025-08-22 11:00:00,AAPL,226.44,227.71,225.41,227.1,7079633,226.17,229.09,225.41,227.76,42477800,227.93,225.18,0.0029,227.82,225.3,4.23,1.08,1.74,2.41
2025-08-22 12:30:00,AAPL,225.66,228.34,225.61,226.12,7079633,226.17,229.09,225.41,227.76,42477800,228.62,225.34,0.002,228.48,225.47,1.27,4.01,2.75,2.87
2025-08-22 14:00:00,AAPL,225.64,227.6,225.41,226.15,7079633,226.17,229.09,225.41,227.76,42477800,227.82,225.19,0.0022,227.71,225.3,1.84,2.62,1.15,2.3
2025-08-22 15:30:00,AAPL,226.1,226.53,225.68,226.84,7079633,226.17,229.09,225.41,227.76,42477800,226.61,225.59,0.0033,226.57,225.63,2.91,0.56,2.36,0.9
2025-08-22 16:00:00,AAPL,225.87,226.02,225.41,225.77,7079633,226.17,229.09,225.41,227.76,42477800,226.08,225.35,-0.0004,226.05,225.38,0.91,0.44,0.19,0.64
2025-08-25 09:30:00,AAPL,227.13,228.56,227.05,227.31,5163850,226.48,229.3,226.23,227.16,30983100,228.71,226.89,0.0008,228.64,226.97,0.66,2.25,1.58,1.59
2025-08-25 11:00:00,AAPL,226.22,226.42,226.23,225.95,5163850,226.48,229.3,226.23,227.16,30983100,226.44,226.21,-0.0012,226.43,226.22,0.69,0.85,1.19,0.2
2025-08-25 12:30:00,AAPL,226.01,227.29,226.23,225.74,5163850,226.48,229.3,226.23,227.16,30983100,227.39,226.12,-0.0012,227.34,226.18,1.22,2.78,3.25,1.11
2025-08-25 14:00:00,AAPL,226.44,226.45,226.23,226.48,5163850,226.48,229.3,226.23,227.16,30983100,226.47,226.21,0.0001,226.46,226.22,0.62,0.05,0.44,0.23
2025-08-25 15:30:00,AAPL,226.91,228.04,226.52,226.74,5163850,226.48,229.3,226.23,227.16,30983100,228.19,226.37,-0.0008,228.11,226.44,0.54,2.34,1.73,1.59
2025-08-25 16:00:00,AAPL,226.25,226.49,226.23,224.26,5163850,226.48,229.3,226.23,227.16,30983100,226.52,226.2,-0.0088,226.5,226.22,4.93,4.02,6.73,0.27
2025-08-26 09:30:00,AAPL,226.9,228.62,224.98,226.49,9095850,226.87,229.49,224.69,229.31,54575100,228.98,224.61,-0.0018,228.8,224.79,3.79,3.83,0.98,3.82
2025-08-26 11:00:00,AAPL,226.43,226.49,225.14,226.89,9095850,226.87,229.49,224.69,229.31,54575100,226.62,225.01,0.0021,226.56,225.08,4.37,0.72,3.44,1.41
2025-08-26 12:30:00,AAPL,226.98,228.73,226.87,226.46,9095850,226.87,229.49,224.69,229.31,54575100,228.92,226.69,-0.0023,228.83,226.78,1.03,4.1,4.3,1.95
2025-08-26 14:00:00,AAPL,227.27,227.58,226.6,226.54,9095850,226.87,229.49,224.69,229.31,54575100,227.68,226.5,-0.0032,227.63,226.55,0.13,1.86,1.74,1.03
2025-08-26 15:30:00,AAPL,226.78,227.15,225.99,228.03,9095850,226.87,229.49,224.69,229.31,54575100,227.27,225.88,0.0055,227.21,225.93,5.1,1.58,4.67,1.22
2025-08-26 16:00:00,AAPL,227.61,228.18,227.48,226.69,9095850,226.87,229.49,224.69,229.31,54575100,228.25,227.41,-0.0041,228.22,227.45,1.99,2.69,3.66,0.74
2025-08-27 09:30:00,AAPL,228.86,229.35,228.29,229.31,5022344,228.58,230.9,228.295,230.49,30134069,229.46,228.19,0.002,229.41,228.24,2.55,0.07,1.56,1.11
2025-08-27 11:00:00,AAPL,228.8,229.45,228.68,228.09,5022344,228.58,230.9,228.295,230.49,30134069,229.52,228.61,-0.0031,229.48,228.65,1.47,2.43,3.11,0.8
2025-08-27 12:30:00,AAPL,228.25,228.53,228.29,228.52,5022344,228.58,230.9,228.295,230.49,30134069,228.56,228.27,0.0012,228.55,228.28,0.57,0.02,0.34,0.25
2025-08-27 14:00:00,AAPL,228.99,230.9,228.7,228.16,5022344,228.58,230.9,228.295,230.49,30134069,231.12,228.48,-0.0036,231.01,228.59,1.35,4.93,5.25,2.31
2025-08-27 15:30:00,AAPL,228.48,229.37,228.29,227.34,5022344,228.58,230.9,228.295,230.49,30134069,229.48,228.19,-0.005,229.43,228.24,2.39,3.66,4.78,1.13
2025-08-27 16:00:00,AAPL,228.96,229.15,228.91,228.78,5022344,228.58,230.9,228.295,230.49,30134069,229.17,228.89,-0.0008,229.16,228.9,0.32,0.66,0.79,0.25
