datetime,symbol,hour_open,hour_high,hour_low,hour_close,hour_volume,market_period,day_progress,hour_envelope_top,hour_envelope_bot,hour_pldot,hour_oneone_high,hour_oneone_low,hour_z1b,hour_z2b,hour_z5t,hour_z6t
2024-01-03 16:00:00,AAPL,183.85,184.38,183.49,183.51,5895725,market_close,1.0,184.47,183.4,-0.0019,184.42,183.45,0.05,1.57,1.36,0.93
2024-01-03 17:00:00,AAPL,183.5,184.37,183.43,184.34,4413417,market_close,1.0,184.46,183.34,0.0045,184.42,183.38,2.26,0.06,1.39,0.99
2024-01-03 18:00:00,AAPL,184.33,184.56,184.18,184.37,3582685,market_close,1.0,184.6,184.14,0.0002,184.58,184.16,0.47,0.34,0.0,0.4
2024-01-03 19:00:00,AAPL,184.36,184.94,183.81,184.65,4970909,market_close,1.0,185.05,183.69,0.0016,185.0,183.75,2.11,0.52,0.89,1.19
2024-01-03 20:00:00,AAPL,184.65,184.71,183.75,184.24,7229853,market_close,1.0,184.81,183.65,-0.0022,184.76,183.7,1.23,0.85,0.03,1.01
2024-01-03 21:00:00,AAPL,184.25,184.33,184.03,184.2,3211070,market_close,1.0,184.36,184.0,-0.0003,184.35,184.02,0.42,0.23,0.06,0.32
2024-01-03 22:00:00,AAPL,184.18,184.25,184.02,184.13,80557,market_close,1.0,184.27,184.0,-0.0003,184.26,184.01,0.27,0.22,0.02,0.24
2024-01-03 23:00:00,AAPL,184.18,184.3,184.17,184.29,25218,market_close,1.0,184.31,184.16,0.0006,184.31,184.16,0.3,0.02,0.18,0.14
2024-01-04 00:00:00,AAPL,184.2,184.3,184.0,184.3,25101,morning_session,0.0,184.33,183.97,0.0005,184.32,183.98,0.75,0.0,0.48,0.32
2024-01-04 09:00:00,AAPL,183.3,183.3,182.7,183.09,83330,morning_session,0.0,183.36,182.64,-0.0011,183.33,182.67,0.98,0.38,0.29,0.63
2024-01-04 10:00:00,AAPL,183.01,183.08,182.55,182.75,29016,morning_session,0.08,183.13,182.5,-0.0014,183.11,182.52,0.5,0.59,0.21,0.56
2024-01-04 11:00:00,AAPL,182.77,183.14,182.67,182.67,31923,morning_session,0.23,183.19,182.62,-0.0005,183.16,182.65,0.0,0.85,0.75,0.49
2024-01-04 12:00:00,AAPL,182.75,183.25,182.66,182.66,107082,lunch_session,0.38,183.31,182.6,-0.0005,183.28,182.63,0.0,1.06,0.94,0.62
2024-01-04 13:00:00,AAPL,182.83,184.94,181.88,181.98,680444,lunch_session,0.54,185.25,181.57,-0.0046,185.09,181.73,0.25,5.33,4.58,3.21
2024-01-04 14:00:00,AAPL,181.96,183.09,181.23,181.48,9679434,afternoon_session,0.69,183.27,181.04,-0.0026,183.18,181.13,0.63,2.89,2.17,1.95
2024-01-04 15:00:00,AAPL,181.48,182.14,180.88,181.49,11622553,afternoon_session,0.85,182.27,180.75,0.0001,182.21,180.82,1.53,1.18,0.07,1.33
2024-01-04 16:00:00,AAPL,181.49,182.44,181.32,181.44,8353402,market_close,1.0,182.55,181.21,-0.0003,182.5,181.26,0.3,1.8,1.41,1.18
2024-01-04 17:00:00,AAPL,181.44,182.39,181.43,182.24,5420583,market_close,1.0,182.49,181.33,0.0044,182.44,181.38,2.01,0.28,1.04,1.01
2024-01-04 18:00:00,AAPL,182.23,183.07,182.17,182.75,4744298,market_close,1.0,183.16,182.08,0.0029,183.11,182.12,1.45,0.58,0.42,0.95
2024-01-04 19:00:00,AAPL,182.75,182.96,182.26,182.3,5245891,market_close,1.0,183.03,182.2,-0.0025,182.99,182.23,0.09,1.19,1.0,0.73
2024-01-04 20:00:00,AAPL,182.31,182.55,181.43,181.92,10503105,market_close,1.0,182.66,181.32,-0.0021,182.61,181.37,1.22,1.13,0.22,1.18
2024-01-04 21:00:00,AAPL,181.91,182.09,181.64,181.83,1576430,market_close,1.0,182.13,181.6,-0.0004,182.11,181.62,0.48,0.47,0.11,0.47
2024-01-04 22:00:00,AAPL,181.82,181.91,181.69,181.9,43360,market_close,1.0,181.93,181.67,0.0004,181.92,181.68,0.53,0.02,0.32,0.23
2024-01-04 23:00:00,AAPL,181.91,182.1,181.86,181.88,35538,market_close,1.0,182.12,181.84,-0.0002,182.11,181.85,0.05,0.4,0.32,0.25
2024-01-05 00:00:00,AAPL,181.88,181.99,181.83,181.91,29356,morning_session,0.0,182.01,181.81,0.0002,182.0,181.82,0.2,0.14,0.0,0.17
2024-01-05 09:00:00,AAPL,181.79,181.79,180.8,180.8,40599,morning_session,0.0,181.89,180.7,-0.0054,181.84,180.75,0.0,1.78,1.58,1.04
2024-01-05 10:00:00,AAPL,180.71,180.8,180.45,180.6,27387,morning_session,0.08,180.84,180.42,-0.0006,180.82,180.43,0.38,0.36,0.08,0.37
2024-01-05 11:00:00,AAPL,180.63,180.75,180.2,180.75,42950,morning_session,0.23,180.8,180.14,0.0007,180.78,180.17,1.38,0.0,0.88,0.58
2024-01-05 12:00:00,AAPL,180.72,181.06,180.55,180.55,83470,lunch_session,0.38,181.11,180.5,-0.0009,181.09,180.52,0.0,0.92,0.82,0.54
2024-01-05 13:00:00,AAPL,181.01,181.92,180.18,181.13,1181517,lunch_session,0.54,182.09,180.01,0.0007,182.01,180.09,2.37,1.42,0.26,1.83
2024-01-05 14:00:00,AAPL,181.14,182.76,181.14,181.69,7459840,afternoon_session,0.69,182.92,180.98,0.003,182.84,181.06,1.38,1.93,0.83,1.7
2024-01-05 15:00:00,AAPL,181.71,182.65,181.7,182.65,7303835,afternoon_session,0.85,182.74,181.6,0.0052,182.7,181.65,2.38,0.0,1.52,1.0
2024-01-05 16:00:00,AAPL,182.66,182.74,181.91,182.1,4312357,market_close,1.0,182.82,181.83,-0.0031,182.78,181.87,0.48,1.15,0.71,0.87
2024-01-05 17:00:00,AAPL,182.11,182.22,181.28,181.59,4806286,market_close,1.0,182.31,181.19,-0.0029,182.27,181.23,0.78,1.13,0.51,0.99
2024-01-05 18:00:00,AAPL,181.59,182.23,181.21,182.03,4442324,market_close,1.0,182.33,181.11,0.0024,182.28,181.16,2.06,0.35,1.01,1.07
2024-01-05 19:00:00,AAPL,182.03,182.18,180.42,180.49,11723734,market_close,1.0,182.36,180.24,-0.0085,182.27,180.33,0.16,3.05,2.61,1.85
2024-01-05 20:00:00,AAPL,180.49,181.26,180.17,181.18,10676892,market_close,1.0,181.37,180.06,0.0038,181.31,180.12,2.53,0.14,1.49,1.14
2024-01-05 21:00:00,AAPL,181.16,181.27,180.76,180.87,1331126,market_close,1.0,181.32,180.71,-0.0016,181.3,180.73,0.28,0.72,0.46,0.54
2024-01-05 22:00:00,AAPL,180.86,181.18,180.86,181.03,44650,market_close,1.0,181.21,180.83,0.0009,181.2,180.84,0.42,0.27,0.03,0.34
2024-01-05 23:00:00,AAPL,181.05,181.06,180.8,180.83,41281,market_close,1.0,181.08,180.77,-0.0012,181.07,180.79,0.08,0.41,0.31,0.27
2024-01-06 00:00:00,AAPL,180.89,180.9,180.74,180.78,37141,morning_session,0.0,180.92,180.72,-0.0006,180.91,180.73,0.1,0.22,0.13,0.17
2024-01-08 09:00:00,AAPL,180.81,180.81,179.96,180.55,63294,morning_session,0.0,180.9,179.88,-0.0014,180.85,179.92,1.48,0.47,0.53,0.89
2024-01-08 10:00:00,AAPL,180.59,180.73,180.22,180.43,34304,morning_session,0.08,180.78,180.17,-0.0009,180.76,180.19,0.53,0.54,0.14,0.54
2024-01-08 11:00:00,AAPL,180.4,181.64,180.34,181.64,63783,morning_session,0.23,181.77,180.21,0.0069,181.7,180.28,3.25,0.0,2.08,1.37
2024-01-08 12:00:00,AAPL,181.62,181.91,180.85,181.91,128178,lunch_session,0.38,182.02,180.74,0.0016,181.96,180.8,2.65,0.0,1.7,1.11
2024-01-08 13:00:00,AAPL,181.15,181.9,179.68,181.37,241101,lunch_session,0.54,182.12,179.46,0.0012,182.01,179.57,4.22,0.95,1.86,2.33
2024-01-08 14:00:00,AAPL,181.4,183.5,181.4,183.41,8635286,afternoon_session,0.69,183.72,181.19,0.0111,183.61,181.29,5.04,0.16,3.08,2.21
2024-01-08 15:00:00,AAPL,183.41,183.88,183.3,183.59,6711964,afternoon_session,0.85,183.94,183.24,0.001,183.91,183.27,0.71,0.54,0.02,0.61
2024-01-08 16:00:00,AAPL,183.59,183.85,183.21,183.84,5036898,market_close,1.0,183.91,183.15,0.0013,183.88,183.18,1.56,0.03,0.98,0.67
2024-01-08 17:00:00,AAPL,183.84,184.57,183.83,184.25,5919991,market_close,1.0,184.64,183.76,0.0023,184.61,183.79,1.06,0.57,0.17,0.78
2024-01-08 18:00:00,AAPL,184.25,184.72,184.01,184.71,3206067,market_close,1.0,184.79,183.94,0.0025,184.76,183.97,1.75,0.02,1.1,0.75
2024-01-08 19:00:00,AAPL,184.72,185.32,184.55,185.17,4651341,market_close,1.0,185.4,184.47,0.0024,185.36,184.51,1.55,0.27,0.75,0.81
2024-01-08 20:00:00,AAPL,185.18,185.6,184.91,185.55,9508392,market_close,1.0,185.67,184.84,0.002,185.63,184.88,1.6,0.09,0.94,0.72
2024-01-08 21:00:00,AAPL,185.56,185.59,185.31,185.46,1269486,market_close,1.0,185.62,185.28,-0.0005,185.6,185.3,0.38,0.23,0.03,0.29
2024-01-08 22:00:00,AAPL,185.44,185.56,185.2,185.25,662755,market_close,1.0,185.6,185.16,-0.001,185.58,185.18,0.13,0.56,0.42,0.38
2024-01-08 23:00:00,AAPL,185.25,185.35,185.15,185.34,24211,market_close,1.0,185.37,185.13,0.0005,185.36,185.14,0.47,0.02,0.29,0.21
2024-01-09 00:00:00,AAPL,185.31,185.39,185.08,185.22,34409,morning_session,0.0,185.42,185.05,-0.0005,185.41,185.06,0.35,0.31,0.05,0.33
2024-01-09 09:00:00,AAPL,185.34,185.34,184.85,185.09,34701,morning_session,0.0,185.39,184.8,-0.0013,185.36,184.83,0.6,0.45,0.02,0.51
2024-01-09 10:00:00,AAPL,185.1,185.1,184.98,185.01,13964,morning_session,0.08,185.11,184.97,-0.0005,185.11,184.97,0.08,0.16,0.1,0.13
2024-01-09 11:00:00,AAPL,185.0,185.0,184.71,184.72,10903,morning_session,0.23,185.03,184.68,-0.0015,185.01,184.7,0.02,0.5,0.43,0.3
2024-01-09 12:00:00,AAPL,184.76,184.8,184.16,184.55,85357,lunch_session,0.38,184.86,184.1,-0.0011,184.83,184.13,0.98,0.45,0.22,0.67
2024-01-09 13:00:00,AAPL,184.8,186.43,183.7,183.84,504028,lunch_session,0.54,186.7,183.43,-0.0052,186.57,183.56,0.34,4.67,3.94,2.87
2024-01-09 14:00:00,AAPL,183.87,184.23,182.73,183.27,6457655,afternoon_session,0.69,184.38,182.58,-0.0033,184.3,182.66,1.35,1.73,0.67,1.58
2024-01-09 15:00:00,AAPL,183.25,183.98,182.97,183.49,5569128,afternoon_session,0.85,184.08,182.87,0.0013,184.03,182.92,1.31,0.88,0.06,1.06
2024-01-09 16:00:00,AAPL,183.49,184.8,183.49,184.79,4733332,market_close,1.0,184.93,183.36,0.0071,184.87,183.42,3.25,0.02,2.06,1.38
2024-01-09 17:00:00,AAPL,184.79,184.83,184.38,184.72,2865632,market_close,1.0,184.88,184.33,-0.0004,184.85,184.35,0.86,0.2,0.38,0.48
2024-01-09 18:00:00,AAPL,184.72,184.92,184.04,184.48,3348350,market_close,1.0,185.01,183.95,-0.0013,184.96,184.0,1.1,0.79,0.0,0.92
2024-01-09 19:00:00,AAPL,184.49,184.69,184.22,184.61,2927416,market_close,1.0,184.73,184.17,0.0007,184.71,184.19,0.99,0.13,0.51,0.49
2024-01-09 20:00:00,AAPL,184.62,185.15,184.41,185.13,8233647,market_close,1.0,185.22,184.34,0.0028,185.19,184.37,1.8,0.04,1.12,0.78
2024-01-09 21:00:00,AAPL,185.14,185.56,185.03,185.23,830862,market_close,1.0,185.61,184.98,0.0005,185.59,185.0,0.5,0.59,0.21,0.56
2024-01-09 22:00:00,AAPL,185.2,185.28,185.2,185.23,20796,market_close,1.0,185.29,185.19,0.0002,185.28,185.2,0.08,0.09,0.03,0.08
2024-01-09 23:00:00,AAPL,185.23,185.48,185.15,185.48,18154,market_close,1.0,185.51,185.12,0.0013,185.5,185.13,0.82,0.0,0.53,0.35
2024-01-10 00:00:00,AAPL,185.47,185.5,185.33,185.41,23427,morning_session,0.0,185.52,185.31,-0.0003,185.51,185.32,0.2,0.16,0.02,0.18
2024-01-10 09:00:00,AAPL,184.88,185.35,184.8,185.3,37105,morning_session,0.0,185.4,184.74,0.0023,185.38,184.77,1.25,0.09,0.72,0.58
2024-01-10 10:00:00,AAPL,185.28,185.35,185.2,185.35,22610,morning_session,0.08,185.36,185.18,0.0004,185.36,185.19,0.38,0.0,0.24,0.16
2024-01-10 11:00:00,AAPL,185.41,185.41,184.71,184.88,37209,morning_session,0.23,185.48,184.64,-0.0029,185.44,184.68,0.42,0.95,0.58,0.73
2024-01-10 12:00:00,AAPL,184.88,185.14,184.69,184.7,71603,lunch_session,0.38,185.18,184.64,-0.001,185.16,184.67,0.02,0.79,0.69,0.47
2024-01-10 13:00:00,AAPL,184.95,185.55,184.26,184.37,208383,lunch_session,0.54,185.68,184.13,-0.0031,185.61,184.2,0.28,2.12,1.71,1.35
2024-01-10 14:00:00,AAPL,184.4,184.96,183.97,184.26,5262317,afternoon_session,0.69,185.06,183.87,-0.0007,185.01,183.92,0.74,1.25,0.64,1.04
2024-01-10 15:00:00,AAPL,184.26,184.8,183.92,184.77,5306064,afternoon_session,0.85,184.89,183.83,0.0028,184.84,183.88,2.13,0.05,1.32,0.92
2024-01-10 16:00:00,AAPL,184.78,185.01,184.05,184.27,4763296,market_close,1.0,185.11,183.95,-0.0028,185.06,184.0,0.55,1.33,0.83,1.01
2024-01-10 17:00:00,AAPL,184.29,184.4,184.08,184.32,2641632,market_close,1.0,184.43,184.05,0.0002,184.41,184.06,0.6,0.14,0.26,0.33
2024-01-10 18:00:00,AAPL,184.32,184.85,184.13,184.78,3104236,market_close,1.0,184.92,184.06,0.0025,184.89,184.09,1.63,0.13,0.93,0.76
2024-01-10 19:00:00,AAPL,184.79,186.13,184.77,186.12,6779495,market_close,1.0,186.27,184.63,0.0072,186.2,184.7,3.37,0.02,2.14,1.43
2024-01-10 20:00:00,AAPL,186.12,186.4,185.27,186.15,9285881,market_close,1.0,186.51,185.16,0.0002,186.46,185.21,2.2,0.45,1.01,1.19
2024-01-10 21:00:00,AAPL,186.14,186.73,186.13,186.68,966717,market_close,1.0,186.79,186.07,0.0029,186.76,186.1,1.38,0.09,0.8,0.63
2024-01-10 22:00:00,AAPL,186.68,186.78,186.19,186.61,103518,market_close,1.0,186.84,186.13,-0.0004,186.81,186.16,1.05,0.31,0.4,0.62
2024-01-10 23:00:00,AAPL,186.6,186.65,186.5,186.6,34108,market_close,1.0,186.67,186.48,0.0,186.66,186.49,0.25,0.09,0.08,0.16
2024-01-11 00:00:00,AAPL,186.59,186.7,186.4,186.7,34019,morning_session,0.0,186.73,186.37,0.0006,186.71,186.39,0.75,0.0,0.48,0.32
2024-01-11 09:00:00,AAPL,187.0,187.16,186.81,186.91,33992,morning_session,0.0,187.2,186.78,-0.0005,187.18,186.79,0.25,0.45,0.24,0.37
2024-01-11 10:00:00,AAPL,187.0,187.13,187.0,187.04,12247,morning_session,0.08,187.14,186.99,0.0002,187.14,186.99,0.1,0.16,0.08,0.14
2024-01-11 11:00:00,AAPL,187.15,187.42,187.13,187.2,14677,morning_session,0.23,187.45,187.1,0.0003,187.43,187.12,0.17,0.4,0.24,0.3
2024-01-11 12:00:00,AAPL,187.18,187.27,186.95,186.95,64757,lunch_session,0.38,187.3,186.92,-0.0012,187.29,186.93,0.0,0.58,0.51,0.34
2024-01-11 13:00:00,AAPL,187.24,187.25,185.58,185.64,433523,lunch_session,0.54,187.42,185.41,-0.0085,187.33,185.5,0.15,2.9,2.48,1.75
2024-01-11 14:00:00,AAPL,185.65,187.05,184.6,184.72,7527775,afternoon_session,0.69,187.3,184.36,-0.005,187.17,184.48,0.3,4.19,3.54,2.57
2024-01-11 15:00:00,AAPL,184.74,184.88,183.62,184.68,8214461,afternoon_session,0.85,185.01,183.49,-0.0003,184.94,183.56,2.65,0.36,1.38,1.32
2024-01-11 16:00:00,AAPL,184.67,184.87,183.84,183.94,4980265,market_close,1.0,184.97,183.73,-0.004,184.92,183.78,0.26,1.67,1.32,1.09
2024-01-11 17:00:00,AAPL,183.95,184.59,183.91,184.32,3823003,market_close,1.0,184.65,183.84,0.002,184.62,183.88,1.02,0.48,0.23,0.71
2024-01-11 18:00:00,AAPL,184.32,185.17,184.25,185.15,3540667,market_close,1.0,185.26,184.16,0.0045,185.22,184.21,2.24,0.03,1.41,0.96
2024-01-11 19:00:00,AAPL,185.16,185.7,184.99,185.54,4047615,market_close,1.0,185.77,184.92,0.0021,185.74,184.95,1.37,0.29,0.62,0.75
2024-01-11 20:00:00,AAPL,185.54,185.77,184.75,185.58,7543209,market_close,1.0,185.87,184.65,0.0002,185.82,184.7,2.06,0.34,1.02,1.07
2024-01-11 21:00:00,AAPL,185.59,185.92,185.59,185.66,806579,market_close,1.0,185.95,185.56,0.0004,185.94,185.57,0.17,0.47,0.3,0.35
2024-01-11 22:00:00,AAPL,185.66,185.75,185.59,185.72,58943,market_close,1.0,185.77,185.57,0.0003,185.76,185.58,0.32,0.05,0.16,0.17
2024-01-11 23:00:00,AAPL,185.63,185.68,185.3,185.59,31520,market_close,1.0,185.72,185.26,-0.0002,185.7,185.28,0.72,0.16,0.32,0.4
2024-01-12 00:00:00,AAPL,185.4,185.69,185.35,185.4,26746,morning_session,0.0,185.72,185.32,0.0,185.71,185.33,0.13,0.52,0.38,0.36
2024-01-12 09:00:00,AAPL,185.27,185.8,185.27,185.55,26785,morning_session,0.0,185.85,185.22,0.0015,185.83,185.24,0.7,0.45,0.05,0.56
2024-01-12 10:00:00,AAPL,185.51,185.61,185.11,185.26,9464,morning_session,0.08,185.66,185.06,-0.0013,185.64,185.08,0.37,0.63,0.32,0.52
2024-01-12 11:00:00,AAPL,185.25,185.26,184.5,184.75,32372,morning_session,0.23,185.34,184.42,-0.0027,185.3,184.46,0.62,0.92,0.42,0.8
2024-01-12 12:00:00,AAPL,184.75,185.3,184.65,185.15,62209,lunch_session,0.38,185.36,184.58,0.0022,185.33,184.62,1.25,0.27,0.56,0.68
2024-01-12 13:00:00,AAPL,184.82,185.73,184.75,185.49,176211,lunch_session,0.54,185.83,184.65,0.0036,185.78,184.7,1.85,0.43,0.8,1.03
2024-01-12 14:00:00,AAPL,185.45,186.74,185.4,185.75,5021423,afternoon_session,0.69,186.87,185.27,0.0016,186.81,185.33,0.87,1.78,1.02,1.41
2024-01-12 15:00:00,AAPL,185.77,186.31,185.19,185.69,5500178,afternoon_session,0.85,186.42,185.08,-0.0004,186.36,185.13,1.26,1.1,0.17,1.17
2024-01-12 16:00:00,AAPL,185.71,186.06,185.39,185.57,4216168,market_close,1.0,186.13,185.32,-0.0007,186.09,185.36,0.46,0.88,0.49,0.7
2024-01-12 17:00:00,AAPL,185.57,185.85,185.43,185.62,2646523,market_close,1.0,185.89,185.39,0.0003,185.87,185.41,0.48,0.41,0.06,0.44
2024-01-12 18:00:00,AAPL,185.63,185.94,185.58,185.89,2320052,market_close,1.0,185.98,185.54,0.0014,185.96,185.56,0.77,0.09,0.42,0.38
2024-01-12 19:00:00,AAPL,185.9,186.07,185.26,185.31,3648574,market_close,1.0,186.15,185.18,-0.0031,186.11,185.22,0.14,1.35,1.12,0.85
2024-01-12 20:00:00,AAPL,185.31,185.98,185.22,185.92,6578518,market_close,1.0,186.06,185.14,0.0033,186.02,185.18,1.75,0.11,1.02,0.8
2024-01-12 21:00:00,AAPL,185.92,185.99,185.74,185.85,1037881,market_close,1.0,186.02,185.71,-0.0004,186.0,185.72,0.28,0.25,0.04,0.27
2024-01-12 22:00:00,AAPL,185.82,185.92,185.64,185.8,214210,market_close,1.0,185.95,185.61,-0.0001,185.93,185.63,0.4,0.22,0.06,0.29
2024-01-12 23:00:00,AAPL,185.8,185.8,185.66,185.66,6701,market_close,1.0,185.81,185.65,-0.0008,185.81,185.65,0.0,0.25,0.22,0.15
2024-01-13 00:00:00,AAPL,185.7,185.7,185.59,185.63,24348,morning_session,0.0,185.71,185.58,-0.0004,185.71,185.58,0.1,0.13,0.05,0.12
2024-01-16 09:00:00,AAPL,183.53,184.38,182.76,183.0,79970,morning_session,0.0,184.54,182.6,-0.0029,184.46,182.68,0.6,2.48,1.82,1.7
2024-01-16 10:00:00,AAPL,183.06,183.12,182.56,182.56,27417,morning_session,0.08,183.18,182.5,-0.0027,183.15,182.53,0.0,1.01,0.9,0.59
2024-01-16 11:00:00,AAPL,182.6,182.94,182.6,182.85,38436,morning_session,0.23,182.97,182.57,0.0014,182.96,182.58,0.62,0.16,0.26,0.36
2024-01-16 12:00:00,AAPL,182.89,183.45,182.8,183.05,172220,lunch_session,0.38,183.52,182.74,0.0009,183.48,182.77,0.62,0.72,0.24,0.68
2024-01-16 13:00:00,AAPL,182.9,185.0,182.39,182.46,662211,lunch_session,0.54,185.26,182.13,-0.0024,185.13,182.26,0.18,4.57,3.95,2.74
2024-01-16 14:00:00,AAPL,182.48,182.66,180.93,181.34,10039552,afternoon_session,0.69,182.83,180.76,-0.0062,182.75,180.85,1.02,2.38,1.46,1.81
2024-01-16 15:00:00,AAPL,181.36,183.9,181.03,183.78,11776081,afternoon_session,0.85,184.19,180.74,0.0133,184.04,180.89,6.88,0.22,4.21,3.01
2024-01-16 16:00:00,AAPL,183.78,184.26,182.77,182.9,7922631,market_close,1.0,184.41,182.62,-0.0048,184.33,182.7,0.32,2.45,1.97,1.56
2024-01-16 17:00:00,AAPL,182.89,182.95,182.22,182.25,4865097,market_close,1.0,183.02,182.15,-0.0035,182.99,182.18,0.09,1.25,1.06,0.77
2024-01-16 18:00:00,AAPL,182.26,182.95,182.21,182.4,5583814,market_close,1.0,183.02,182.14,0.0007,182.99,182.17,0.46,1.0,0.59,0.78
2024-01-16 19:00:00,AAPL,182.4,182.94,182.14,182.9,4911291,market_close,1.0,183.02,182.06,0.0027,182.98,182.1,1.9,0.07,1.15,0.84
2024-01-16 20:00:00,AAPL,182.9,183.63,182.84,183.61,7029608,market_close,1.0,183.71,182.76,0.0039,183.67,182.8,1.94,0.04,1.21,0.83
2024-01-16 21:00:00,AAPL,183.63,183.69,183.37,183.46,1464900,market_close,1.0,183.72,183.34,-0.0009,183.71,183.35,0.23,0.41,0.22,0.34
2024-01-16 22:00:00,AAPL,183.43,183.63,183.14,183.25,85567,market_close,1.0,183.68,183.09,-0.001,183.65,183.12,0.28,0.68,0.43,0.51
2024-01-16 23:00:00,AAPL,183.29,183.33,183.12,183.2,18202,market_close,1.0,183.35,183.1,-0.0005,183.34,183.11,0.2,0.23,0.08,0.22
2024-01-17 00:00:00,AAPL,183.15,183.35,183.0,183.04,21759,morning_session,0.0,183.38,182.96,-0.0006,183.37,182.98,0.1,0.56,0.43,0.37
2024-01-17 09:00:00,AAPL,182.6,182.6,181.48,181.9,39251,morning_session,0.0,182.71,181.37,-0.0038,182.66,181.42,1.05,1.26,0.45,1.18
2024-01-17 10:00:00,AAPL,181.93,181.96,181.67,181.67,28937,morning_session,0.08,181.99,181.64,-0.0014,181.97,181.66,0.0,0.52,0.46,0.3
2024-01-17 11:00:00,AAPL,181.7,182.2,181.7,182.2,19454,morning_session,0.23,182.25,181.65,0.0028,182.22,181.68,1.25,0.0,0.8,0.52
2024-01-17 12:00:00,AAPL,182.19,182.5,182.0,182.25,74490,lunch_session,0.38,182.55,181.95,0.0003,182.52,181.98,0.62,0.45,0.0,0.52
